Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	EC number
Q8N5D6	reviewed	GBGT1_HUMAN	Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (EC 2.4.1.-) (Forssman glycolipid synthase-like protein)	GBGT1 UNQ2513/PRO6002	Homo sapiens (Human)	347	GBGT1	2.4.1.-
Q8N5I4	reviewed	DHRSX_HUMAN	Polyprenol dehydrogenase (EC 1.1.1.441) (DHRSXY) (Dehydrogenase/reductase SDR family member on chromosome X) (Dolichal reductase)	DHRSX CXorf11 DHRS5X SDR46C1 SDR7C6 UNQ6508/PRO21433	Homo sapiens (Human)	330	DHRSX	1.1.1.441
Q8N5J2	reviewed	MINY1_HUMAN	Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (Protein FAM63A)	MINDY1 FAM63A KIAA1390	Homo sapiens (Human)	469	MINDY1	3.4.19.12
Q8N5S9	reviewed	KKCC1_HUMAN	Calcium/calmodulin-dependent protein kinase kinase 1 (CaM-KK 1) (CaM-kinase kinase 1) (CaMKK 1) (EC 2.7.11.17) (CaM-kinase IV kinase) (Calcium/calmodulin-dependent protein kinase kinase alpha) (CaM-KK alpha) (CaM-kinase kinase alpha) (CaMKK alpha)	CAMKK1 CAMKKA	Homo sapiens (Human)	505	CAMKK1	2.7.11.17
Q8N5U6	reviewed	RNF10_HUMAN	E3 ubiquitin-protein ligase RNF10 (EC 2.3.2.27) (RING finger protein 10)	RNF10 KIAA0262 RIE2	Homo sapiens (Human)	811	RNF10	2.3.2.27
Q8N5Y8	reviewed	PAR16_HUMAN	Protein mono-ADP-ribosyltransferase PARP16 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 15) (Poly [ADP-ribose] polymerase 16) (PARP-16)	PARP16 ARTD15 C15orf30	Homo sapiens (Human)	322	PARP16	2.4.2.-
Q8N5Z0	reviewed	AADAT_HUMAN	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial (KAT/AadAT) (2-aminoadipate aminotransferase) (2-aminoadipate transaminase) (EC 2.6.1.39) (Alpha-aminoadipate aminotransferase) (AadAT) (Glycine transaminase AADAT) (EC 2.6.1.4) (Kynurenine aminotransferase II) (Kynurenine--glyoxylate transaminase AADAT) (EC 2.6.1.63) (Kynurenine--oxoglutarate aminotransferase II) (Kynurenine--oxoglutarate transaminase 2) (EC 2.6.1.7) (Kynurenine--oxoglutarate transaminase II) (Methionine--glyoxylate transaminase AADAT) (EC 2.6.1.73)	AADAT KAT2 KYAT2	Homo sapiens (Human)	425	AADAT	2.6.1.39; 2.6.1.4; 2.6.1.63; 2.6.1.7; 2.6.1.73
Q8N635	reviewed	MEIOB_HUMAN	Meiosis-specific with OB domain-containing protein (EC 3.1.-.-)	MEIOB C16orf73	Homo sapiens (Human)	442	MEIOB	3.1.-.-
Q8N661	reviewed	TM86B_HUMAN	Lysoplasmalogenase TMEM86B (EC 3.3.2.2) (Transmembrane protein 86B)	TMEM86B	Homo sapiens (Human)	226	TMEM86B	3.3.2.2
Q8N6D2	reviewed	RN182_HUMAN	E3 ubiquitin-protein ligase RNF182 (EC 2.3.2.27) (RING finger protein 182) (RING-type E3 ubiquitin transferase RNF182)	RNF182	Homo sapiens (Human)	247	RNF182	2.3.2.27
Q8N6G5	reviewed	CGAT2_HUMAN	Chondroitin sulfate N-acetylgalactosaminyltransferase 2 (EC 2.4.1.174) (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 2) (Beta4GalNAcT-2) (GalNAcT-2)	CSGALNACT2 CHGN2 GALNACT2 PRO0082	Homo sapiens (Human)	542	CSGALNACT2	2.4.1.174
Q8N6M0	reviewed	OTU6B_HUMAN	Deubiquitinase OTUD6B (EC 3.4.19.12) (DUBA-5) (OTU domain-containing protein 6B)	OTUD6B DUBA5 CGI-77	Homo sapiens (Human)	293	OTUD6B	3.4.19.12
Q8N6M3	reviewed	FITM2_HUMAN	Acyl-coenzyme A diphosphatase FITM2 (EC 3.6.1.-) (Fat storage-inducing transmembrane protein 2) (Fat-inducing protein 2)	FITM2 C20orf142 FIT2	Homo sapiens (Human)	262	FITM2	3.6.1.-
Q8N6M6	reviewed	AMPO_HUMAN	Aminopeptidase O (AP-O) (EC 3.4.11.-)	AOPEP C9orf3 ONPEP	Homo sapiens (Human)	819	AOPEP	3.4.11.-
Q8N6R0	reviewed	EFNMT_HUMAN	eEF1A lysine and N-terminal methyltransferase (eEF1A-KNMT) (Methyltransferase-like protein 13) [Includes: eEF1A lysine methyltransferase (EC 2.1.1.-); eEF1A N-terminal methyltransferase (EC 2.1.1.-)]	METTL13 EEF1AKNMT FEAT KIAA0859 CGI-01	Homo sapiens (Human)	699	METTL13	2.1.1.-
Q8N6T7	reviewed	SIR6_HUMAN	NAD-dependent protein deacylase sirtuin-6 (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-6) (EC 2.3.1.286) (Protein mono-ADP-ribosyltransferase sirtuin-6) (EC 2.4.2.-) (Regulatory protein SIR2 homolog 6) (hSIRT6) (SIR2-like protein 6)	SIRT6 SIR2L6	Homo sapiens (Human)	355	SIRT6	2.3.1.-; 2.3.1.286; 2.4.2.-
Q8N752	reviewed	KC1AL_HUMAN	Casein kinase I isoform alpha-like (CKI-alpha-like) (EC 2.7.11.1) (CK1)	CSNK1A1L	Homo sapiens (Human)	337	CSNK1A1L	2.7.11.1
Q8N7C3	reviewed	TRIMM_HUMAN	Probable E3 ubiquitin-protein ligase TRIML2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIML2) (SPRY domain-containing protein 6) (Tripartite motif family-like protein 2)	TRIML2 SPRYD6	Homo sapiens (Human)	437	TRIML2	2.3.2.27
Q8N7E2	reviewed	CBLL2_HUMAN	E3 ubiquitin-protein ligase CBLL2 (EC 2.3.2.27) (Cbl proto-oncogene-like protein 2) (RING-type E3 ubiquitin transferase ZNF645) (Zinc finger protein 645) (c-Cbl-like protein 2)	CBLL2 ZNF645	Homo sapiens (Human)	425	CBLL2	2.3.2.27
Q8N841	reviewed	TTLL6_HUMAN	Tubulin polyglutamylase TTLL6 (EC 6.3.2.-) (Protein polyglutamylase TTLL6) (Tubulin--tyrosine ligase-like protein 6)	TTLL6 TTL.6	Homo sapiens (Human)	891	TTLL6	6.3.2.-
Q8N884	reviewed	CGAS_HUMAN	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)	CGAS C6orf150 MB21D1	Homo sapiens (Human)	522	CGAS	2.7.7.86
Q8N8N0	reviewed	RN152_HUMAN	E3 ubiquitin-protein ligase RNF152 (EC 2.3.2.27) (RING finger protein 152) (RING-type E3 ubiquitin transferase RNF152)	RNF152	Homo sapiens (Human)	203	RNF152	2.3.2.27
Q8N8N7	reviewed	PTGR2_HUMAN	Prostaglandin reductase 2 (PRG-2) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 1)	PTGR2 ZADH1	Homo sapiens (Human)	351	PTGR2	1.3.1.48
Q8N8Q3	reviewed	ENDOV_HUMAN	Endonuclease V (hEndoV) (EC 3.1.26.-) (Inosine-specific endoribonuclease)	ENDOV	Homo sapiens (Human)	282	ENDOV	3.1.26.-
Q8N8V2	reviewed	GBP7_HUMAN	Guanylate-binding protein 7 (EC 3.6.1.-) (EC 3.6.5.-) (GTP-binding protein 7) (GBP-7) (Guanine nucleotide-binding protein 7) (Guanylate-binding protein 4-like)	GBP7 GBP4L	Homo sapiens (Human)	638	GBP7	3.6.1.-; 3.6.5.-
Q8N8W4	reviewed	PLPL1_HUMAN	Omega-hydroxyceramide transacylase (EC 2.3.1.296) (Patatin-like phospholipase domain-containing protein 1)	PNPLA1	Homo sapiens (Human)	532	PNPLA1	2.3.1.296
Q8N966	reviewed	ZDH22_HUMAN	Palmitoyltransferase ZDHHC22 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 22) (DHHC-22) (zDHHC22)	ZDHHC22 C14orf59	Homo sapiens (Human)	263	ZDHHC22	2.3.1.225
Q8N999	reviewed	RLIG1_HUMAN	RNA ligase 1 (EC 6.5.1.3) (RNA ligase) (Rnl)	RLIG1 C12orf29	Homo sapiens (Human)	325	RLIG1	6.5.1.3
Q8N9F0	reviewed	NAT8L_HUMAN	N-acetylaspartate synthetase (NAA synthetase) (EC 2.3.1.17) (Camello-like protein 3) (N-acetyltransferase 8-like protein)	NAT8L CML3	Homo sapiens (Human)	302	NAT8L	2.3.1.17
Q8N9F7	reviewed	GDPD1_HUMAN	Lysophospholipase D GDPD1 (EC 3.1.4.-) (Glycerophosphodiester phosphodiesterase 4) (Glycerophosphodiester phosphodiesterase domain-containing protein 1)	GDPD1 GDE4	Homo sapiens (Human)	314	GDPD1	3.1.4.-
Q8N9I5	reviewed	FADS6_HUMAN	Fatty acid desaturase 6 (EC 1.14.19.-)	FADS6 FP18279	Homo sapiens (Human)	356	FADS6	1.14.19.-
Q8N9I9	reviewed	DTX3_HUMAN	Probable E3 ubiquitin-protein ligase DTX3 (EC 2.3.2.27) (Protein deltex-3) (Deltex3) (RING finger protein 154) (RING-type E3 ubiquitin transferase DTX3)	DTX3 RNF154	Homo sapiens (Human)	347	DTX3	2.3.2.27
Q8N9L9	reviewed	ACOT4_HUMAN	Peroxisomal succinyl-coenzyme A thioesterase (EC 3.1.2.3) (Acyl-coenzyme A thioesterase 4) (Acyl-CoA thioesterase 4) (EC 3.1.2.2) (PTE-2b) (Peroxisomal acyl coenzyme A thioester hydrolase Ib) (Peroxisomal long-chain acyl-CoA thioesterase Ib) (PTE-Ib)	ACOT4 PTE2B PTEIB	Homo sapiens (Human)	421	ACOT4	3.1.2.2; 3.1.2.3
Q8NA58	reviewed	PNDC1_HUMAN	Poly(A)-specific ribonuclease PNLDC1 (EC 3.1.13.4) (PARN-like domain-containing protein 1) (Poly(A)-specific ribonuclease domain-containing protein 1) (HsPNLDC1)	PNLDC1	Homo sapiens (Human)	520	PNLDC1	3.1.13.4
Q8NA82	reviewed	MARHA_HUMAN	Probable E3 ubiquitin-protein ligase MARCHF10 (EC 2.3.2.27) (Membrane-associated RING finger protein 10) (Membrane-associated RING-CH protein X) (MARCH-X) (RING finger protein 190) (RING-type E3 ubiquitin transferase MARCHF10)	MARCHF10 MARCH10 RNF190	Homo sapiens (Human)	808	MARCHF10	2.3.2.27
Q8NAG6	reviewed	ANKL1_HUMAN	Ankyrin repeat and LEM domain-containing protein 1 (EC 3.1.-.-) (Ankyrin repeat domain-containing protein 41) (LEM-domain containing protein 3)	ANKLE1 ANKRD41 LEM3	Homo sapiens (Human)	615	ANKLE1	3.1.-.-
Q8NAT1	reviewed	PMGT2_HUMAN	Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 (POMGnT2) (EC 2.4.1.312) (Extracellular O-linked N-acetylglucosamine transferase-like) (Glycosyltransferase-like domain-containing protein 2)	POMGNT2 AGO61 C3orf39 EOGTL GTDC2	Homo sapiens (Human)	580	POMGNT2	2.4.1.312
Q8NB12	reviewed	SMYD1_HUMAN	Histone-lysine N-methyltransferase SMYD1 (EC 2.1.1.354) (SET and MYND domain-containing protein 1)	SMYD1	Homo sapiens (Human)	490	SMYD1	2.1.1.354
Q8NB14	reviewed	UBP38_HUMAN	Ubiquitin carboxyl-terminal hydrolase 38 (EC 3.4.19.12) (Deubiquitinating enzyme 38) (HP43.8KD) (Ubiquitin thioesterase 38) (Ubiquitin-specific-processing protease 38)	USP38 KIAA1891	Homo sapiens (Human)	1042	USP38	3.4.19.12
Q8NB49	reviewed	AT11C_HUMAN	Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)	ATP11C ATPIG ATPIQ	Homo sapiens (Human)	1132	ATP11C	7.6.2.1
Q8NB78	reviewed	KDM1B_HUMAN	Lysine-specific histone demethylase 2 (EC 1.14.99.66) (Flavin-containing amine oxidase domain-containing protein 1) (Lysine-specific histone demethylase 1B)	KDM1B AOF1 C6orf193 LSD2	Homo sapiens (Human)	822	KDM1B	1.14.99.66
Q8NB90	reviewed	AFG2A_HUMAN	ATPase family gene 2 protein homolog A (EC 3.6.4.10) (AFG2 AAA ATPase homolog A) (Ribosome biogenesis protein SPATA5) (Spermatogenesis-associated factor protein) (Spermatogenesis-associated protein 5)	AFG2A SPAF SPATA5	Homo sapiens (Human)	893	AFG2A	3.6.4.10
Q8NBA8	reviewed	DTWD2_HUMAN	tRNA-uridine aminocarboxypropyltransferase 2 (EC 2.5.1.25) (DTW domain-containing protein 2)	DTWD2	Homo sapiens (Human)	298	DTWD2	2.5.1.25
Q8NBI2	reviewed	CYAC3_HUMAN	Lysosomal membrane ascorbate-dependent ferrireductase CYB561A3 (EC 7.2.1.3) (Cytochrome b ascorbate-dependent protein 3) (Cytochrome b561 family member A3) (Lysosomal cytochrome b) (LCytb)	CYB561A3 CYBASC3 PSEC0259	Homo sapiens (Human)	242	CYB561A3	7.2.1.3
Q8NBI6	reviewed	XXLT1_HUMAN	Xyloside xylosyltransferase 1 (EC 2.4.2.62) (UDP-xylose:alpha-xyloside alpha-1,3-xylosyltransferase)	XXYLT1 C3orf21 PSEC0251	Homo sapiens (Human)	393	XXYLT1	2.4.2.62
Q8NBJ5	reviewed	GT251_HUMAN	Procollagen galactosyltransferase 1 (EC 2.4.1.50) (Collagen beta(1-O)galactosyltransferase 1) (ColGalT 1) (Glycosyltransferase 25 family member 1) (Hydroxylysine galactosyltransferase 1)	COLGALT1 GLT25D1 PSEC0241	Homo sapiens (Human)	622	COLGALT1	2.4.1.50
Q8NBK3	reviewed	SUMF1_HUMAN	Formylglycine-generating enzyme (FGE) (EC 1.8.3.7) (C-alpha-formylglycine-generating enzyme 1) (Sulfatase-modifying factor 1)	SUMF1 PSEC0152 UNQ3037/PRO9852	Homo sapiens (Human)	374	SUMF1	1.8.3.7
Q8NBL1	reviewed	PGLT1_HUMAN	Protein O-glucosyltransferase 1 (EC 2.4.1.376) (CAP10-like 46 kDa protein) (hCLP46) (KTEL motif-containing protein 1) (Myelodysplastic syndromes relative protein) (O-glucosyltransferase Rumi homolog) (hRumi) (Protein O-xylosyltransferase POGLUT1) (EC 2.4.2.63)	POGLUT1 C3orf9 CLP46 KTELC1 MDSRP MDS010 UNQ490/PRO1006	Homo sapiens (Human)	392	POGLUT1	2.4.1.376; 2.4.2.63
Q8NBN7	reviewed	RDH13_HUMAN	Retinol dehydrogenase 13 (EC 1.1.1.300) (Short chain dehydrogenase/reductase family 7C member 3)	RDH13 SDR7C3 PSEC0082 UNQ736/PRO1430	Homo sapiens (Human)	331	RDH13	1.1.1.300
Q8NBP7	reviewed	PCSK9_HUMAN	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9 NARC1 PSEC0052	Homo sapiens (Human)	692	PCSK9	3.4.21.-
Q8NBQ5	reviewed	DHB11_HUMAN	Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Cutaneous T-cell lymphoma-associated antigen HD-CL-03) (CTCL-associated antigen HD-CL-03) (Dehydrogenase/reductase SDR family member 8) (Retinal short-chain dehydrogenase/reductase 2) (retSDR2) (Short chain dehydrogenase/reductase family 16C member 2)	HSD17B11 DHRS8 PAN1B SDR16C2 PSEC0029 UNQ207/PRO233	Homo sapiens (Human)	300	HSD17B11	1.1.1.62
Q8NBR6	reviewed	MINY2_HUMAN	Ubiquitin carboxyl-terminal hydrolase MINDY-2 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-2) (Protein FAM63B)	MINDY2 FAM63B KIAA1164	Homo sapiens (Human)	621	MINDY2	3.4.19.12
Q8NBS9	reviewed	TXND5_HUMAN	Thioredoxin domain-containing protein 5 (EC 1.8.4.-) (EC 5.3.4.1) (Endoplasmic reticulum resident protein 46) (ER protein 46) (ERp46) (Thioredoxin-like protein p46)	TXNDC5 TLP46 UNQ364/PRO700	Homo sapiens (Human)	432	TXNDC5	1.8.4.-; 5.3.4.1
Q8NBU5	reviewed	ATAD1_HUMAN	Outer mitochondrial transmembrane helix translocase (EC 7.4.2.-) (ATPase family AAA domain-containing protein 1) (hATAD1) (Thorase)	ATAD1 FNP001	Homo sapiens (Human)	361	ATAD1	7.4.2.-
Q8NBZ7	reviewed	UXS1_HUMAN	UDP-glucuronic acid decarboxylase 1 (EC 4.1.1.35) (UDP-glucuronate decarboxylase 1) (UGD) (UXS-1) (hUXS) (hUXS1)	UXS1 UNQ2538/PRO6079	Homo sapiens (Human)	420	UXS1	4.1.1.35
Q8NC42	reviewed	RN149_HUMAN	E3 ubiquitin-protein ligase RNF149 (EC 2.3.2.27) (DNA polymerase-transactivated protein 2) (RING finger protein 149) (RING-type E3 ubiquitin transferase RNF149)	RNF149 DNAPTP2	Homo sapiens (Human)	400	RNF149	2.3.2.27
Q8NCC3	reviewed	PAG15_HUMAN	Lysosomal phospholipase A and acyltransferase (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (1-O-acylceramide synthase) (ACS) (LCAT-like lysophospholipase) (LLPL) (EC 3.1.1.5) (Lysophospholipase 3) (Lysosomal phospholipase A2) (LPLA2) (Phospholipase A2 group XV) (PLA2G15)	PLA2G15 LYPLA3 UNQ341/PRO540	Homo sapiens (Human)	412	PLA2G15	2.3.1.-; 3.1.1.32; 3.1.1.4; 3.1.1.5
Q8NCE0	reviewed	SEN2_HUMAN	tRNA-splicing endonuclease subunit Sen2 (EC 4.6.1.16) (tRNA-intron endonuclease Sen2) (HsSen2)	TSEN2 SEN2	Homo sapiens (Human)	465	TSEN2	4.6.1.16
Q8NCE2	reviewed	MTMRE_HUMAN	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR14 (EC 3.1.3.95) (HCV NS5A-transactivated protein 4 splice variant A-binding protein 1) (NS5ATP4ABP1) (Myotubularin-related protein 14) (Phosphatidylinositol-3-phosphate phosphatase) (hJumpy)	MTMR14 C3orf29	Homo sapiens (Human)	650	MTMR14	3.1.3.95
Q8NCG5	reviewed	CHST4_HUMAN	Carbohydrate sulfotransferase 4 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 3) (GST-3) (High endothelial cells N-acetylglucosamine 6-O-sulfotransferase) (HEC-GlcNAc6ST) (L-selectin ligand sulfotransferase) (LSST) (N-acetylglucosamine 6-O-sulfotransferase 2) (GlcNAc6ST-2) (Gn6st-2)	CHST4	Homo sapiens (Human)	386	CHST4	2.8.2.-
Q8NCG7	reviewed	DGLB_HUMAN	Diacylglycerol lipase-beta (DAGL-beta) (DGL-beta) (EC 3.1.1.116) (KCCR13L) (PUFA-specific triacylglycerol lipase) (EC 3.1.1.3) (Sn1-specific diacylglycerol lipase beta)	DAGLB	Homo sapiens (Human)	672	DAGLB	3.1.1.116; 3.1.1.3
Q8NCH0	reviewed	CHSTE_HUMAN	Carbohydrate sulfotransferase 14 (EC 2.8.2.35) (Dermatan 4-sulfotransferase 1) (D4ST-1) (hD4ST1)	CHST14 D4ST1 UNQ1925/PRO4400	Homo sapiens (Human)	376	CHST14	2.8.2.35
Q8NCL4	reviewed	GALT6_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 6 (EC 2.4.1.41) (Polypeptide GalNAc transferase 6) (GalNAc-T6) (pp-GaNTase 6) (Protein-UDP acetylgalactosaminyltransferase 6) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 6)	GALNT6	Homo sapiens (Human)	622	GALNT6	2.4.1.41
Q8NCN4	reviewed	RN169_HUMAN	E3 ubiquitin-protein ligase RNF169 (EC 2.3.2.27) (RING finger protein 169) (RING-type E3 ubiquitin transferase RNF169)	RNF169 KIAA1991	Homo sapiens (Human)	708	RNF169	2.3.2.27
Q8NCR0	reviewed	B3GL2_HUMAN	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2 (Beta-1,3-GalNAc-T2) (EC 2.4.1.313) (Beta-1,3-N-acetylgalactosaminyltransferase II)	B3GALNT2	Homo sapiens (Human)	500	B3GALNT2	2.4.1.313
Q8NCW5	reviewed	NNRE_HUMAN	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (Apolipoprotein A-I-binding protein) (AI-BP) (NAD(P)HX epimerase) (NAXE) (YjeF N-terminal domain-containing protein 1) (YjeF_N1)	NAXE AIBP APOA1BP YJEFN1	Homo sapiens (Human)	288	NAXE	5.1.99.6
Q8NCW6	reviewed	GLT11_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 11 (EC 2.4.1.41) (Polypeptide GalNAc transferase 11) (GalNAc-T11) (pp-GaNTase 11) (Protein-UDP acetylgalactosaminyltransferase 11) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 11)	GALNT11	Homo sapiens (Human)	608	GALNT11	2.4.1.41
Q8ND25	reviewed	ZNRF1_HUMAN	E3 ubiquitin-protein ligase ZNRF1 (EC 2.3.2.27) (Nerve injury-induced gene 283 protein) (RING-type E3 ubiquitin transferase ZNRF1) (Zinc/RING finger protein 1)	ZNRF1 NIN283	Homo sapiens (Human)	227	ZNRF1	2.3.2.27
Q8NDF8	reviewed	PAPD5_HUMAN	Terminal nucleotidyltransferase 4B (Non-canonical poly(A) RNA polymerase PAPD5) (EC 2.7.7.19) (PAP-associated domain-containing protein 5) (Terminal guanylyltransferase) (EC 2.7.7.-) (Terminal uridylyltransferase 3) (TUTase 3) (Topoisomerase-related function protein 4-2) (TRF4-2)	TENT4B GLD4 PAPD5 TRF4-2 TUT3	Homo sapiens (Human)	572	TENT4B	2.7.7.-; 2.7.7.19
Q8NDG6	reviewed	TDRD9_HUMAN	ATP-dependent RNA helicase TDRD9 (EC 3.6.4.13) (Tudor domain-containing protein 9)	TDRD9 C14orf75	Homo sapiens (Human)	1382	TDRD9	3.6.4.13
Q8NDH3	reviewed	PEPL1_HUMAN	Probable aminopeptidase NPEPL1 (EC 3.4.11.-) (Aminopeptidase-like 1)	NPEPL1 KIAA1974	Homo sapiens (Human)	523	NPEPL1	3.4.11.-
Q8NDL9	reviewed	CBPC5_HUMAN	Cytosolic carboxypeptidase-like protein 5 (EC 3.4.17.-) (EC 3.4.17.24) (ATP/GTP-binding protein-like 5) (Protein deglutamylase CCP5)	AGBL5 CCP5	Homo sapiens (Human)	886	AGBL5	3.4.17.-; 3.4.17.24
Q8NDV1	reviewed	SIA7C_HUMAN	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 (EC 2.4.3.7) (GalNAc alpha-2,6-sialyltransferase III) (ST6GalNAc III) (ST6GalNAcIII) (STY) (Sialyltransferase 7C) (SIAT7-C)	ST6GALNAC3 SIAT7C UNQ2787/PRO7177	Homo sapiens (Human)	305	ST6GALNAC3	2.4.3.7
Q8NE63	reviewed	HIPK4_HUMAN	Homeodomain-interacting protein kinase 4 (EC 2.7.11.1)	HIPK4	Homo sapiens (Human)	616	HIPK4	2.7.11.1
Q8NEB5	reviewed	PLPP5_HUMAN	Phospholipid phosphatase 5 (EC 3.1.3.4) (EC 3.6.1.75) (Phosphatidic acid phosphatase type 2 domain-containing protein 1B)	PLPP5 DPPL1 HTPAP PPAPDC1B	Homo sapiens (Human)	264	PLPP5	3.1.3.4; 3.6.1.75
Q8NEB9	reviewed	PK3C3_HUMAN	Phosphatidylinositol 3-kinase catalytic subunit type 3 (PI3-kinase type 3) (PI3K type 3) (PtdIns-3-kinase type 3) (EC 2.7.1.137) (Phosphatidylinositol 3-kinase p100 subunit) (Phosphoinositide-3-kinase class 3) (hVps34)	PIK3C3 VPS34	Homo sapiens (Human)	887	PIK3C3	2.7.1.137
Q8NEJ0	reviewed	DUS18_HUMAN	Dual specificity protein phosphatase 18 (EC 3.1.3.16) (EC 3.1.3.48) (Low molecular weight dual specificity phosphatase 20) (LMW-DSP20)	DUSP18 LMWDSP20	Homo sapiens (Human)	188	DUSP18	3.1.3.16; 3.1.3.48
Q8NEK8	reviewed	TET5D_HUMAN	Terminal nucleotidyltransferase 5D (EC 2.7.7.19) (Non-canonical poly(A) polymerase FAM46D)	TENT5D FAM46D	Homo sapiens (Human)	389	TENT5D	2.7.7.19
Q8NEL9	reviewed	DDHD1_HUMAN	Phospholipase DDHD1 (EC 3.1.1.111) (EC 3.1.1.32) (DDHD domain-containing protein 1) (Phosphatidic acid-preferring phospholipase A1 homolog) (PA-PLA1) (EC 3.1.1.118) (Phospholipid sn-1 acylhydrolase)	DDHD1 KIAA1705	Homo sapiens (Human)	900	DDHD1	3.1.1.111; 3.1.1.118; 3.1.1.32
Q8NEM8	reviewed	CBPC3_HUMAN	Cytosolic carboxypeptidase 3 (EC 3.4.17.-) (ATP/GTP-binding protein-like 3) (Protein deglutamylase CCP3)	AGBL3 CCP3	Homo sapiens (Human)	1001	AGBL3	3.4.17.-
Q8NER5	reviewed	ACV1C_HUMAN	Activin receptor type-1C (EC 2.7.11.30) (Activin receptor type IC) (ACTR-IC) (Activin receptor-like kinase 7) (ALK-7)	ACVR1C ALK7	Homo sapiens (Human)	493	ACVR1C	2.7.11.30
Q8NES3	reviewed	LFNG_HUMAN	Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)	LFNG	Homo sapiens (Human)	379	LFNG	2.4.1.222
Q8NET6	reviewed	CHSTD_HUMAN	Carbohydrate sulfotransferase 13 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 3) (Chondroitin 4-sulfotransferase 3) (C4ST-3) (C4ST3)	CHST13	Homo sapiens (Human)	341	CHST13	2.8.2.5
Q8NEV1	reviewed	CSK23_HUMAN	Casein kinase II subunit alpha 3 (CK II alpha 3) (EC 2.7.11.1) (Casein kinase II alpha 1 polypeptide pseudogene)	CSNK2A3 CSNK2A1P	Homo sapiens (Human)	391	CSNK2A3	2.7.11.1
Q8NEV4	reviewed	MYO3A_HUMAN	Myosin-IIIa (EC 2.7.11.1)	MYO3A	Homo sapiens (Human)	1616	MYO3A	2.7.11.1
Q8NEX9	reviewed	DR9C7_HUMAN	Short-chain dehydrogenase/reductase family 9C member 7 (SDR9C7) (EC 1.1.1.-) (O-acylceramide dehydrogenase) (Orphan short-chain dehydrogenase/reductase) (SDR-O) (RDH-S)	SDR9C7 RDHS SDRO	Homo sapiens (Human)	313	SDR9C7	1.1.1.-
Q8NEZ4	reviewed	KMT2C_HUMAN	Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.364) (Homologous to ALR protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 3)	KMT2C HALR KIAA1506 MLL3	Homo sapiens (Human)	4911	KMT2C	2.1.1.364
